user_id,push_cnt,msg_type
u00003078,0,None
u00003079,0,None
u00003080,2,A
u00003081,1,B
u00003082,2,B
u00003083,2,B
u00003084,0,None
u00003085,2,B
u00003086,1,B
u00003087,1,B
u00003088,1,B
u00003089,1,B
u00003090,0,None
u00003091,2,A
u00003092,1,B
u00003093,2,B
u00003094,1,A
u00003095,2,A
u00003096,2,A
u00003097,1,B
u00003098,2,A
u00003099,1,A
u00003100,2,B
u00003101,2,B
u00003102,2,B
u00003103,2,B
u00003104,2,A
u00003105,1,B
u00003106,1,B
u00003107,0,None
u00003108,1,A
u00003109,2,A
u00003110,1,A
u00003111,0,None
u00003112,1,A
u00003113,0,None
u00003114,2,B
u00003115,1,B
u00003116,2,B
u00003117,2,A
u00003118,1,A
u00003119,2,B
u00003120,1,B
u00003121,1,B
u00003122,2,B
u00003123,0,None
u00003124,2,A
u00003125,2,A
u00003126,2,A
u00003127,2,A
u00003128,1,A
u00003129,0,None
u00003130,2,A
u00003131,1,B
u00003132,1,A
u00003133,2,A
u00003134,1,A
u00003135,2,B
u00003136,0,None
u00003137,2,B
u00003138,1,B
u00003139,0,None
u00003140,2,B
u00003141,2,A
u00003142,2,A
u00003143,2,A
u00003144,1,B
u00003145,2,B
u00003146,2,B
u00003147,1,A
u00003148,0,None
u00003149,1,A
u00003150,2,A
u00003151,1,A
u00003152,2,B
u00003153,1,A
u00003154,0,None
u00003155,2,B
u00003156,1,B
u00003157,2,B
u00003158,2,B
u00003159,1,B
u00003160,2,A
u00003161,2,A
u00003162,1,A
u00003163,2,A
u00003164,0,None
u00003165,2,B
u00003166,0,None
u00003167,2,B
u00003168,0,None
u00003169,2,A
u00003170,2,A
u00003171,0,None
u00003172,1,A
u00003173,1,B
u00003174,1,B
u00003175,0,None
u00003176,0,None
u00003177,1,B
u00003178,0,None
u00003179,2,B
u00003180,2,A
u00003181,2,B
u00003182,2,A
u00003183,1,A
u00003184,2,B
u00003185,2,B
u00003186,1,A
u00003187,1,B
u00003188,0,None
u00003189,1,B
u00003190,1,A
u00003191,0,None
u00003192,0,None
u00003193,1,A
u00003194,0,None
u00003195,0,None
u00003196,2,B
u00003197,1,A
u00003198,1,B
u00003199,2,A
u00003200,0,None
u00003201,2,B
u00003202,2,B
u00003203,0,None
u00003204,2,A
u00003205,0,None
u00003206,1,B
u00003207,1,A
u00003208,1,A
u00003209,1,B
u00003210,1,B
u00003211,0,None
u00003212,1,A
u00003213,2,A
u00003214,1,A
u00003215,2,A
u00003216,1,A
u00003217,2,A
u00003218,0,None
u00003219,1,A
u00003220,2,A
u00003221,0,None
u00003222,0,None
u00003223,1,A
u00003224,2,A
u00003225,0,None
u00003226,2,B
u00003227,1,B
u00003228,0,None
u00003229,2,A
u00003230,2,A
u00003231,1,B
u00003232,0,None
u00003233,1,B
u00003234,0,None
u00003235,1,B
u00003236,1,B
u00003237,2,A
u00003238,1,B
u00003239,2,B
u00003240,1,A
u00003241,1,B
u00003242,1,B
u00003243,2,A
u00003244,1,A
u00003245,1,B
u00003246,2,A
u00003247,1,A
u00003248,1,B
u00003249,1,A
u00003250,2,A
u00003251,1,B
u00003252,0,None
u00003253,1,A
u00003254,0,None
u00003255,1,B
u00003256,2,B
u00003257,2,B
u00003258,2,A
u00003259,0,None
u00003260,2,A
u00003261,0,None
u00003262,1,B
u00003263,2,A
u00003264,2,A
u00003265,1,B
u00003266,2,A
u00003267,1,B
u00003268,1,A
u00003269,0,None
u00003270,2,B
u00003271,2,B
u00003272,1,A
u00003273,1,A
u00003274,0,None
u00003275,0,None
u00003276,2,A
u00003277,1,B
u00003278,1,B
u00003279,2,B
u00003280,0,None
u00003281,1,A
u00003282,0,None
u00003283,2,B
u00003284,1,A
u00003285,0,None
u00003286,2,A
u00003287,1,A
u00003288,1,A
u00003289,2,B
u00003290,1,A
u00003291,1,A
u00003292,1,A
u00003293,1,B
u00003294,2,A
u00003295,1,A
u00003296,1,A
u00003297,2,B
u00003298,2,A
u00003299,1,A
u00003300,2,B
u00003301,0,None
u00003302,0,None
u00003303,1,A
u00003304,2,A
u00003305,2,A
u00003306,1,B
u00003307,1,B
u00003308,2,B
u00003309,1,A
u00003310,1,A
u00003311,1,A
u00003312,0,None
u00003313,1,A
u00003314,1,B
u00003315,0,None
u00003316,1,A
u00003317,0,None
u00003318,2,B
u00003319,1,B
u00003320,1,A
u00003321,0,None
u00003322,0,None
u00003323,1,A
u00003324,0,None
u00003325,1,A
u00003326,1,B
u00003327,2,B
u00003328,1,A
u00003329,1,A
u00003330,2,A
u00003331,1,A
u00003332,2,A
u00003333,1,B
u00003334,1,A
u00003335,2,A
u00003336,2,A
u00003337,0,None
u00003338,2,A
u00003339,1,B
u00003340,0,None
u00003341,1,B
u00003342,1,B
u00003343,2,A
u00003344,1,B
u00003345,1,A
u00003346,2,A
u00003347,1,B
u00003348,2,B
u00003349,1,B
u00003350,2,A
u00003351,1,B
u00003352,0,None
u00003353,1,B
u00003354,2,A
u00003355,2,A
u00003356,1,A
u00003357,1,A
u00003358,2,B
u00003359,1,A
u00003360,1,B
u00003361,2,A
u00003362,0,None
u00003363,2,B
u00003364,0,None
u00003365,1,B
u00003366,1,B
u00003367,2,B
u00003368,0,None
u00003369,1,A
u00003370,1,A
u00003371,2,A
u00003372,0,None
u00003373,2,A
u00003374,2,B
u00003375,2,A
u00003376,1,A
u00003377,2,A
u00003378,2,B
u00003379,1,B
u00003380,2,A
u00003381,1,A
u00003382,2,B
u00003383,0,None
u00003384,2,B
u00003385,2,A
u00003386,0,None
u00003387,0,None
u00003388,0,None
u00003389,2,A
u00003390,2,A
u00003391,0,None
u00003392,0,None
u00003393,2,B
u00003394,2,B
u00003395,2,B
u00003396,1,A
u00003397,1,B
u00003398,1,B
u00003399,1,B
u00003400,1,A
u00003401,1,B
u00003402,1,A
u00003403,2,A
u00003404,2,B
u00003405,2,A
u00003406,1,B
u00003407,1,B
u00003408,2,A
u00003409,2,B
u00003410,2,A
u00003411,2,B
u00003412,1,A
u00003413,2,B
u00003414,0,None
u00003415,2,A
u00003416,2,A
u00003417,2,B
u00003418,1,A
u00003419,2,A
u00003420,0,None
u00003421,1,A
u00003422,2,A
u00003423,1,B
u00003424,1,B
u00003425,1,B
u00003426,1,A
u00003427,1,B
u00003428,0,None
u00003429,1,B
u00003430,1,B
u00003431,0,None
u00003432,2,A
u00003433,1,A
u00003434,2,A
u00003435,1,A
u00003436,1,B
u00003437,2,B
u00003438,2,A
u00003439,1,A
u00003440,1,A
u00003441,1,A
u00003442,2,B
u00003443,2,B
u00003444,1,A
u00003445,2,A
u00003446,1,A
u00003447,0,None
u00003448,0,None
u00003449,2,A
u00003450,1,B
u00003451,2,B
u00003452,0,None
u00003453,1,A
u00003454,0,None
u00003455,1,A
u00003456,2,A
u00003457,1,A
u00003458,2,B
u00003459,1,A
u00003460,0,None
u00003461,0,None
u00003462,1,B
u00003463,0,None
u00003464,1,B
u00003465,1,A
u00003466,1,B
u00003467,1,B
u00003468,1,A
u00003469,1,A
u00003470,1,B
u00003471,2,B
u00003472,0,None
u00003473,0,None
u00003474,1,B
u00003475,1,A
u00003476,2,A
u00003477,1,B
u00003478,1,B
u00003479,1,A
u00003480,1,B
u00003481,1,A
u00003482,1,B
u00003483,2,A
u00003484,2,A
u00003485,0,None
u00003486,2,B
u00003487,2,B
u00003488,1,A
u00003489,2,A
u00003490,0,None
u00003491,0,None
u00003492,1,B
u00003493,0,None
u00003494,2,B
u00003495,2,B
u00003496,1,A
u00003497,1,B
u00003498,1,A
u00003499,2,B
u00003500,0,None
u00003501,1,B
u00003502,1,A
u00003503,1,B
u00003504,0,None
u00003505,0,None
u00003506,2,A
u00003507,1,B
u00003508,1,B
u00003509,0,None
u00003510,0,None
u00003511,1,B
u00003512,2,B
u00003513,1,B
u00003514,1,B
u00003515,2,B
u00003516,2,B
u00003517,2,B
u00003518,2,B
u00003519,1,B
u00003520,0,None
u00003521,2,B
u00003522,2,B
u00003523,0,None
u00003524,1,A
u00003525,0,None
u00003526,1,B
u00003527,1,A
u00003528,0,None
u00003529,0,None
u00003530,1,B
u00003531,1,A
u00003532,1,B
u00003533,1,A
u00003534,1,A
u00003535,2,B
u00003536,2,A
u00003537,2,B
u00003538,0,None
u00003539,1,B
u00003540,1,B
u00003541,2,B
u00003542,1,B
u00003543,1,B
u00003544,0,None
u00003545,2,A
u00003546,1,A
u00003547,1,A
u00003548,1,B
u00003549,0,None
u00003550,1,A
u00003551,1,B
u00003552,1,A
u00003553,0,None
u00003554,1,A
u00003555,1,A
u00003556,2,A
u00003557,1,B
u00003558,2,A
u00003559,1,B
u00003560,1,A
u00003561,0,None
u00003562,2,A
u00003563,1,A
u00003564,1,A
u00003565,2,A
u00003566,1,B
u00003567,1,B
u00003568,2,B
u00003569,2,A
u00003570,1,A
u00003571,2,B
u00003572,1,B
u00003573,0,None
u00003574,2,B
u00003575,2,B
u00003576,0,None
u00003577,1,B
u00003578,0,None
u00003579,0,None
u00003580,2,A
u00003581,2,B
u00003582,0,None
u00003583,2,A
u00003584,1,B
u00003585,2,B
u00003586,2,A
u00003587,2,A
u00003588,1,A
u00003589,1,A
u00003590,1,B
u00003591,1,A
u00003592,2,B
u00003593,2,B
u00003594,1,B
u00003595,2,A
u00003596,0,None
u00003597,1,B
u00003598,1,B
u00003599,0,None
u00003600,0,None
u00003601,2,A
u00003602,2,B
u00003603,0,None
u00003604,2,A
u00003605,0,None
u00003606,1,B
u00003607,2,B
u00003608,1,B
u00003609,0,None
u00003610,2,A
u00003611,1,B
u00003612,2,A
u00003613,0,None
u00003614,0,None
u00003615,2,A
u00003616,1,B
u00003617,2,A
u00003618,0,None
u00003619,1,B
u00003620,2,B
u00003621,1,B
u00003622,2,A
u00003623,2,A
u00003624,2,B
u00003625,2,A
u00003626,1,B
u00003627,1,B
u00003628,2,B
u00003629,2,B
u00003630,2,A
u00003631,2,A
u00003632,2,A
u00003633,1,B
u00003634,0,None
u00003635,0,None
u00003636,1,B
u00003637,0,None
u00003638,2,A
u00003639,2,B
u00003640,0,None
u00003641,0,None
u00003642,1,A
u00003643,1,A
u00003644,2,B
u00003645,2,A
u00003646,2,A
u00003647,1,A
u00003648,1,B
u00003649,1,B
u00003650,2,B
u00003651,1,A
u00003652,0,None
u00003653,2,A
u00003654,2,B
u00003655,0,None
u00003656,1,B
u00003657,2,B
u00003658,2,A
u00003659,0,None
u00003660,0,None
u00003661,1,A
u00003662,1,A
u00003663,2,B
u00003664,2,B
u00003665,0,None
u00003666,2,B
u00003667,2,A
u00003668,2,B
u00003669,2,A
u00003670,2,A
u00003671,2,A
u00003672,2,A
u00003673,2,B
u00003674,1,B
u00003675,1,B
u00003676,2,B
u00003677,0,None
u00003678,2,B
u00003679,0,None
u00003680,1,A
u00003681,2,A
u00003682,2,B
u00003683,1,A
u00003684,2,B
u00003685,1,A
u00003686,1,B
u00003687,1,B
u00003688,2,A
u00003689,1,A
u00003690,2,B
u00003691,1,A
u00003692,2,A
u00003693,0,None
u00003694,0,None
u00003695,1,A
u00003696,1,B
u00003697,2,A
u00003698,1,A
u00003699,2,A
u00003700,0,None
u00003701,2,B
u00003702,2,A
u00003703,2,A
u00003704,0,None
u00003705,2,B
u00003706,2,A
u00003707,1,B
u00003708,2,B
u00003709,2,A
u00003710,1,A
u00003711,1,B
u00003712,0,None
u00003713,1,B
u00003714,1,A
u00003715,1,B
u00003716,0,None
u00003717,0,None
u00003718,0,None
u00003719,2,A
u00003720,1,B
u00003721,1,A
u00003722,0,None
u00003723,0,None
u00003724,1,B
u00003725,0,None
u00003726,2,B
u00003727,0,None
u00003728,2,B
u00003729,2,A
u00003730,1,A
u00003731,1,A
u00003732,0,None
u00003733,0,None
u00003734,0,None
u00003735,0,None
u00003736,1,B
u00003737,1,B
u00003738,2,B
u00003739,2,A
u00003740,2,A
u00003741,1,A
u00003742,2,A
u00003743,0,None
u00003744,2,B
u00003745,0,None
u00003746,2,A
u00003747,2,A
u00003748,0,None
u00003749,2,B
u00003750,0,None
u00003751,2,A
u00003752,1,A
u00003753,1,B
u00003754,2,B
u00003755,1,A
u00003756,2,A
u00003757,1,A
u00003758,2,A
u00003759,0,None
u00003760,2,B
u00003761,2,A
u00003762,1,A
u00003763,1,B
u00003764,0,None
u00003765,1,A
u00003766,1,B
u00003767,1,B
u00003768,1,B
u00003769,2,B
u00003770,1,B
u00003771,2,A
u00003772,1,A
u00003773,1,A
u00003774,0,None
u00003775,2,A
u00003776,2,B
u00003777,2,A
u00003778,0,None
u00003779,2,A
u00003780,2,A
u00003781,0,None
u00003782,1,B
u00003783,1,B
u00003784,0,None
u00003785,1,B
u00003786,1,A
u00003787,1,B
u00003788,1,B
u00003789,1,B
u00003790,2,A
u00003791,2,B
u00003792,1,A
u00003793,1,B
u00003794,1,B
u00003795,1,B
u00003796,1,A
u00003797,1,B
u00003798,1,A
u00003799,2,B
u00003800,1,B
u00003801,2,A
u00003802,1,A
u00003803,1,B
u00003804,2,A
u00003805,2,A
u00003806,0,None
u00003807,2,A
u00003808,0,None
u00003809,2,B
u00003810,0,None
u00003811,2,A
u00003812,2,B
u00003813,1,A
u00003814,1,B
u00003815,2,B
u00003816,2,A
u00003817,1,B
u00003818,1,B
u00003819,1,B
u00003820,1,B
u00003821,2,B
u00003822,2,A
u00003823,0,None
u00003824,1,B
u00003825,0,None
u00003826,1,A
u00003827,1,B
u00003828,1,A
u00003829,1,B
u00003830,1,B
u00003831,1,A
u00003832,2,B
u00003833,0,None
u00003834,2,B
u00003835,2,A
u00003836,1,A
u00003837,1,B
u00003838,0,None
u00003839,1,B
u00003840,1,A
u00003841,1,A
u00003842,0,None
u00003843,1,A
u00003844,1,B
u00003845,2,B
u00003846,2,B
u00003847,2,A
u00003848,2,A
u00003849,1,B
u00003850,0,None
u00003851,2,A
u00003852,1,B
u00003853,0,None
u00003854,2,B
u00003855,1,B
u00003856,1,B
u00003857,1,A
u00003858,2,A
u00003859,2,B
u00003860,1,A
u00003861,1,B
u00003862,1,B
u00003863,2,A
u00003864,1,A
u00003865,2,B
u00003866,1,A
u00003867,1,A
u00003868,2,B
u00003869,0,None
u00003870,2,B
u00003871,1,A
u00003872,0,None
u00003873,1,B
u00003874,1,A
u00003875,1,B
u00003876,1,A
u00003877,1,B
u00003878,1,A
u00003879,1,B
u00003880,1,B
u00003881,1,A
u00003882,1,B
u00003883,2,A
u00003884,1,B
u00003885,1,A
u00003886,0,None
u00003887,2,B
u00003888,1,A
u00003889,2,A
u00003890,1,A
u00003891,1,B
u00003892,1,A
u00003893,1,B
u00003894,0,None
u00003895,1,B
u00003896,2,A
u00003897,1,A
u00003898,2,B
u00003899,2,B
u00003900,0,None
u00003901,2,A
u00003902,0,None
u00003903,1,A
u00003904,0,None
u00003905,1,A
u00003906,2,B
u00003907,1,B
u00003908,2,A
u00003909,1,A
u00003910,2,B
u00003911,0,None
u00003912,1,B
u00003913,1,B
u00003914,1,A
u00003915,2,B
u00003916,1,B
u00003917,1,B
u00003918,0,None
u00003919,0,None
u00003920,1,B
u00003921,1,B
u00003922,2,B
u00003923,1,A
u00003924,0,None
u00003925,1,A
u00003926,1,B
u00003927,0,None
u00003928,1,B
u00003929,2,A
u00003930,2,A
u00003931,1,B
u00003932,2,B
u00003933,2,A
u00003934,1,A
u00003935,2,B
u00003936,0,None
u00003937,2,A
u00003938,0,None
u00003939,2,A
u00003940,0,None
u00003941,0,None
u00003942,2,A
u00003943,1,A
u00003944,1,A
u00003945,2,B
u00003946,0,None
u00003947,1,A
u00003948,0,None
u00003949,1,A
u00003950,0,None
u00003951,0,None
u00003952,2,B
u00003953,1,A
u00003954,2,A
u00003955,1,A
u00003956,2,B
u00003957,1,A
u00003958,1,A
u00003959,0,None
u00003960,1,A
u00003961,2,B
u00003962,1,A
u00003963,2,A
u00003964,2,A
u00003965,1,B
u00003966,1,B
u00003967,2,A
u00003968,2,A
u00003969,1,A
u00003970,1,B
u00003971,2,B
u00003972,1,A
u00003973,0,None
u00003974,0,None
u00003975,2,A
u00003976,0,None
u00003977,1,B
u00003978,1,B
u00003979,1,B
u00003980,1,A
u00003981,0,None
u00003982,1,A
u00003983,2,A
u00003984,2,B
u00003985,1,B
u00003986,2,B
u00003987,0,None
u00003988,0,None
u00003989,1,A
u00003990,0,None
u00003991,2,B
u00003992,2,A
u00003993,1,B
u00003994,2,A
u00003995,0,None
u00003996,1,A
u00003997,1,A
u00003998,1,A
u00003999,2,B
u00004000,1,A
u00004001,0,None
u00004002,0,None
u00004003,2,B
u00004004,1,B
u00004005,1,A
u00004006,0,None
u00004007,2,A
u00004008,2,A
u00004009,1,B
u00004010,2,B
u00004011,0,None
u00004012,1,A
u00004013,1,B
u00004014,2,B
u00004015,2,B
u00004016,1,B
u00004017,1,B
u00004018,2,A
u00004019,2,A
u00004020,1,A
u00004021,1,B
u00004022,1,A
u00004023,1,B
u00004024,2,A
u00004025,0,None
u00004026,2,A
u00004027,0,None
u00004028,2,B
u00004029,2,B
u00004030,0,None
u00004031,0,None
u00004032,1,A
u00004033,2,B
u00004034,1,A
u00004035,2,A
u00004036,0,None
u00004037,2,A
u00004038,2,A
u00004039,0,None
u00004040,2,A
u00004041,1,A
u00004042,2,A
u00004043,0,None
u00004044,1,A
u00004045,1,B
u00004046,0,None
u00004047,1,B
u00004048,2,A
u00004049,2,B
u00004050,1,A
u00004051,1,A
u00004052,2,A
u00004053,2,A
u00004054,0,None
u00004055,1,A
u00004056,2,B
u00004057,1,A
u00004058,2,B
u00004059,1,A
u00004060,1,A
u00004061,2,B
u00004062,2,A
u00004063,0,None
u00004064,1,A
u00004065,1,A
u00004066,2,A
u00004067,1,B
u00004068,2,B
u00004069,1,A
u00004070,2,B
u00004071,1,A
u00004072,1,B
u00004073,2,A
u00004074,1,A
u00004075,2,A
u00004076,2,A
u00004077,1,B
u00004078,2,A
u00004079,2,B
u00004080,1,B
u00004081,0,None
u00004082,2,B
u00004083,2,B
u00004084,1,B
u00004085,2,B
u00004086,0,None
u00004087,1,A
u00004088,0,None
u00004089,2,B
u00004090,2,B
u00004091,1,B
u00004092,1,A
u00004093,1,B
u00004094,1,B
u00004095,1,B
u00004096,2,B
u00004097,1,B
u00004098,1,B
u00004099,0,None
u00004100,1,B
u00004101,1,A
u00004102,0,None
u00004103,0,None
u00004104,1,B
u00004105,0,None
u00004106,2,B
u00004107,2,B
u00004108,2,B
u00004109,2,A
u00004110,1,A
u00004111,1,A
u00004112,2,A
u00004113,2,A
u00004114,0,None
u00004115,0,None
u00004116,0,None
u00004117,1,A
u00004118,2,A
u00004119,2,B
u00004120,2,A
u00004121,1,A
u00004122,2,B
u00004123,2,A
u00004124,0,None
u00004125,0,None
u00004126,0,None
u00004127,0,None
u00004128,2,A
u00004129,2,A
u00004130,2,B
u00004131,1,B
u00004132,0,None
u00004133,2,A
u00004134,2,B
u00004135,1,A
u00004136,2,B
u00004137,0,None
u00004138,1,B
u00004139,0,None
u00004140,1,A
u00004141,1,A
u00004142,1,B
u00004143,1,B
u00004144,2,B
u00004145,2,B
u00004146,2,B
u00004147,2,B
u00004148,1,A
u00004149,2,A
u00004150,2,B
u00004151,1,A
u00004152,0,None
u00004153,1,B
u00004154,1,B
u00004155,1,B
u00004156,2,B
u00004157,2,B
u00004158,0,None
u00004159,2,B
u00004160,0,None
u00004161,1,B
u00004162,1,A
u00004163,1,A
u00004164,0,None
u00004165,1,B
u00004166,0,None
u00004167,2,A
u00004168,1,B
u00004169,2,B
u00004170,2,B
u00004171,1,A
u00004172,1,B
u00004173,2,A
u00004174,2,B
u00004175,0,None
u00004176,0,None
u00004177,1,B
u00004178,0,None
u00004179,0,None
u00004180,0,None
u00004181,0,None
u00004182,1,B
u00004183,2,A
u00004184,2,B
u00004185,1,A
u00004186,1,A
u00004187,1,A
u00004188,2,B
u00004189,1,B
u00004190,1,B
u00004191,2,A
u00004192,2,A
u00004193,2,A
u00004194,2,B
u00004195,2,A
u00004196,2,A
u00004197,1,A
u00004198,2,B
u00004199,2,B
u00004200,2,B
u00004201,0,None
u00004202,1,B
u00004203,2,B
u00004204,2,B
u00004205,0,None
u00004206,1,A
u00004207,2,B
u00004208,2,B
u00004209,2,A
u00004210,1,B
u00004211,1,A
u00004212,2,B
u00004213,0,None
u00004214,1,A
u00004215,1,A
u00004216,2,A
u00004217,1,A
u00004218,2,B
u00004219,1,B
u00004220,1,B
u00004221,2,A
u00004222,0,None
u00004223,2,A
u00004224,0,None
u00004225,1,A
u00004226,2,B
u00004227,1,A
u00004228,2,B
u00004229,2,B
u00004230,1,B
u00004231,1,B
u00004232,2,A
u00004233,1,B
u00004234,2,A
u00004235,2,B
u00004236,2,A
u00004237,2,B
u00004238,0,None
u00004239,2,A
u00004240,1,A
u00004241,2,B
u00004242,2,B
u00004243,1,B
u00004244,0,None
u00004245,0,None
u00004246,1,B
u00004247,2,B
u00004248,2,B
u00004249,1,B
u00004250,2,A
u00004251,1,B
u00004252,0,None
u00004253,0,None
u00004254,0,None
u00004255,1,A
u00004256,1,B
u00004257,0,None
u00004258,1,A
u00004259,1,B
u00004260,0,None
u00004261,2,A
u00004262,2,B
u00004263,1,A
u00004264,1,A
u00004265,0,None
u00004266,2,B
u00004267,0,None
u00004268,1,B
u00004269,1,B
u00004270,2,A
u00004271,1,B
u00004272,1,A
u00004273,1,A
u00004274,2,B
u00004275,0,None
u00004276,1,A
u00004277,0,None
u00004278,0,None
u00004279,2,A
u00004280,1,B
u00004281,2,A
u00004282,2,B
u00004283,1,B
u00004284,0,None
u00004285,2,B
u00004286,2,A
u00004287,1,B
u00004288,2,B
u00004289,2,A
u00004290,2,B
u00004291,2,A
u00004292,2,B
u00004293,1,A
u00004294,0,None
u00004295,0,None
u00004296,0,None
u00004297,1,B
u00004298,2,B
u00004299,0,None
u00004300,1,A
u00004301,2,A
u00004302,2,B
u00004303,2,B
u00004304,1,A
u00004305,1,A
u00004306,0,None
u00004307,0,None
u00004308,0,None
u00004309,2,B
u00004310,2,A
u00004311,2,A
u00004312,0,None
u00004313,2,B
u00004314,2,B
u00004315,2,B
u00004316,0,None
u00004317,2,A
u00004318,0,None
u00004319,1,B
u00004320,2,B
u00004321,1,A
u00004322,0,None
u00004323,1,A
u00004324,1,A
u00004325,1,B
u00004326,1,A
u00004327,1,B
u00004328,2,A
u00004329,0,None
u00004330,1,B
u00004331,1,A
u00004332,1,B
u00004333,1,A
u00004334,2,A
u00004335,2,A
u00004336,1,B
u00004337,2,B
u00004338,1,A
u00004339,2,B
u00004340,0,None
u00004341,2,A
u00004342,1,A
u00004343,2,B
u00004344,2,A
u00004345,2,A
u00004346,2,A
u00004347,0,None
u00004348,1,A
u00004349,1,A
u00004350,2,A
u00004351,2,B
u00004352,2,B
u00004353,2,A
u00004354,2,A
u00004355,1,B
u00004356,2,B
u00004357,2,A
u00004358,0,None
u00004359,1,A
u00004360,1,A
u00004361,2,B
u00004362,0,None
u00004363,0,None
u00004364,2,B
u00004365,2,B
u00004366,1,A
u00004367,2,B
u00004368,0,None
u00004369,2,A
u00004370,2,B
u00004371,2,A
u00004372,2,A
u00004373,1,B
u00004374,1,B
u00004375,0,None
u00004376,2,A
u00004377,1,A
u00004378,1,B
u00004379,1,B
u00004380,0,None
u00004381,1,A
u00004382,2,B
u00004383,1,B
u00004384,2,A
u00004385,1,B
u00004386,1,A
u00004387,1,A
u00004388,2,A
u00004389,1,B
u00004390,0,None
u00004391,1,A
u00004392,0,None
u00004393,1,B
u00004394,2,A
u00004395,1,B
u00004396,1,A
u00004397,1,B
u00004398,0,None
u00004399,1,B
u00004400,2,A
u00004401,2,A
u00004402,1,B
u00004403,2,A
u00004404,1,A
u00004405,2,B
u00004406,1,B
u00004407,1,A
u00004408,1,A
u00004409,2,A
u00004410,1,B
u00004411,1,A
u00004412,1,B
u00004413,1,A
u00004414,1,B
u00004415,1,A
u00004416,2,B
u00004417,1,A
u00004418,2,B
u00004419,1,A
u00004420,1,B
u00004421,1,A
u00004422,2,B
u00004423,0,None
u00004424,2,A
u00004425,2,A
u00004426,2,B
u00004427,0,None
u00004428,1,B
u00004429,1,B
u00004430,1,A
u00004431,1,B
u00004432,2,A
u00004433,0,None
u00004434,2,A
u00004435,2,B
u00004436,1,B
u00004437,2,B
u00004438,2,A
u00004439,1,A
u00004440,2,B
u00004441,0,None
u00004442,0,None
u00004443,2,A
u00004444,1,B
u00004445,0,None
u00004446,0,None
u00004447,2,A
u00004448,0,None
u00004449,0,None
u00004450,1,B
u00004451,1,B
u00004452,2,A
u00004453,0,None
u00004454,2,A
u00004455,1,A
u00004456,0,None
u00004457,1,A
u00004458,1,B
u00004459,2,A
u00004460,2,B
u00004461,1,A
u00004462,2,B
u00004463,1,A
u00004464,1,B
u00004465,0,None
u00004466,2,A
u00004467,2,B
u00004468,1,B
u00004469,1,B
u00004470,1,B
u00004471,0,None
u00004472,2,B
u00004473,2,B
u00004474,2,A
u00004475,2,B
u00004476,2,A
u00004477,0,None
u00004478,0,None
u00004479,0,None
u00004480,1,A
u00004481,2,B
u00004482,1,B
u00004483,0,None
u00004484,2,B
u00004485,2,B
u00004486,2,A
u00004487,2,A
u00004488,1,B
u00004489,0,None
u00004490,2,A
u00004491,2,A
u00004492,2,A
u00004493,1,B
u00004494,0,None
u00004495,0,None
u00004496,2,A
u00004497,2,A
u00004498,1,A
u00004499,2,B
u00004500,2,A
u00004501,1,B
u00004502,1,B
u00004503,2,B
u00004504,1,B
u00004505,2,B
u00004506,2,A
u00004507,2,B
u00004508,1,A
u00004509,2,B
u00004510,1,A
u00004511,2,A
u00004512,2,B
u00004513,0,None
u00004514,1,B
u00004515,1,A
u00004516,2,B
u00004517,1,B
u00004518,2,A
u00004519,1,A
u00004520,1,A
u00004521,0,None
u00004522,1,B
u00004523,1,B
u00004524,2,B
u00004525,2,A
u00004526,1,A
u00004527,1,B
u00004528,2,A
u00004529,1,B
u00004530,2,A
u00004531,1,B
u00004532,2,B
u00004533,2,B
u00004534,0,None
u00004535,2,B
u00004536,1,A
u00004537,2,A
u00004538,0,None
u00004539,1,B
u00004540,1,A
u00004541,2,B
u00004542,1,B
u00004543,2,B
u00004544,1,B
u00004545,1,A
u00004546,1,B
u00004547,2,A
u00004548,0,None
u00004549,2,A
u00004550,2,B
u00004551,2,A
u00004552,1,A
u00004553,2,B
u00004554,1,A
u00004555,2,A
u00004556,1,B
u00004557,2,A
u00004558,0,None
u00004559,2,B
u00004560,1,A
u00004561,2,B
u00004562,0,None
u00004563,1,B
u00004564,1,A
u00004565,2,A
u00004566,1,A
u00004567,0,None
u00004568,0,None
u00004569,2,B
u00004570,2,B
u00004571,1,B
u00004572,2,B
u00004573,0,None
u00004574,2,B
u00004575,2,B
u00004576,1,B
u00004577,1,A
u00004578,0,None
u00004579,2,B
u00004580,2,B
u00004581,1,A
u00004582,2,A
u00004583,2,B
u00004584,0,None
u00004585,1,B
u00004586,0,None
u00004587,1,A
u00004588,1,A
u00004589,1,A
u00004590,2,A
u00004591,1,A
u00004592,1,A
u00004593,0,None
u00004594,2,A
u00004595,0,None
u00004596,0,None
u00004597,1,A
u00004598,0,None
u00004599,0,None
u00004600,2,A
u00004601,0,None
u00004602,1,A
u00004603,0,None
u00004604,0,None
u00004605,2,B
u00004606,2,B
u00004607,0,None
u00004608,1,B
u00004609,1,B
u00004610,1,B
u00004611,0,None
u00004612,1,B
u00004613,1,B
u00004614,1,B
u00004615,2,A
u00004616,1,B
u00004617,2,A
u00004618,0,None
u00004619,1,B
u00004620,0,None
u00004621,0,None
u00004622,1,A
u00004623,2,A
u00004624,1,B
u00004625,1,A
u00004626,1,A
u00004627,2,B
u00004628,2,A
u00004629,2,B
u00004630,1,A
